emp_no,first_name,last_name,title,from_date,salary
276403,Maria,Yurek,Technique Leader,1993-03-29,56772
276409,Mingsen,Cools,Senior Staff,1987-12-10,54757
276413,Kwangho,Mellouli,Senior Staff,1994-09-15,47685
276413,Kwangho,Mellouli,Staff,1989-09-15,47685
276426,Christophe,Narahari,Technique Leader,1993-09-07,62996
276433,Dante,Morton,Engineer,1986-01-05,42284
276433,Dante,Morton,Senior Engineer,1993-01-05,42284
276451,Xiaoqiu,Riefers,Senior Staff,1997-11-20,70445
276451,Xiaoqiu,Riefers,Staff,1991-11-21,70445
276455,Remko,Awdeh,Senior Staff,1990-04-26,89931
276455,Remko,Awdeh,Staff,1985-04-26,89931
276458,Christfried,Litvinov,Senior Staff,1998-02-06,40000
276458,Christfried,Litvinov,Staff,1990-02-06,40000
276464,Guiseppe,Luks,Engineer,1993-07-23,63781
276464,Guiseppe,Luks,Senior Engineer,1998-07-23,63781
276468,Rosalie,DuCasse,Senior Staff,1993-11-19,65998
276475,Susanne,Passino,Senior Engineer,1986-11-27,53480
276476,Susuma,Kropf,Engineer,1993-08-29,40000
276484,Limsoon,Flasterstein,Senior Engineer,1986-03-19,45595
276486,Yannis,Rosen,Technique Leader,1995-05-07,40000
276494,Xiaopeng,Ermel,Senior Engineer,1991-06-12,66983
276502,Indrajit,Segond,Senior Staff,1993-06-15,40000
276502,Indrajit,Segond,Staff,1985-06-15,40000
276503,Tesuro,Schrooten,Assistant Engineer,1997-02-21,46345
276515,Hercules,Granlund,Senior Staff,1993-11-16,40000
276515,Hercules,Granlund,Staff,1987-11-17,40000
276517,Kitty,Matzke,Technique Leader,1988-03-27,51421
276531,Michaela,Litvinov,Senior Staff,1988-08-07,75961
276541,Pranav,Krohm,Engineer,1988-04-24,40000
276541,Pranav,Krohm,Senior Engineer,1994-04-24,40000
276543,Georg,Vanwelkenhuysen,Engineer,1999-05-19,40000
276576,Guadalupe,McClurg,Senior Staff,1986-08-21,73373
276578,Sibyl,Luff,Senior Staff,2000-06-27,77104
276578,Sibyl,Luff,Staff,1993-06-27,77104
276584,Toshiki,Shobatake,Engineer,1989-08-17,52257
276584,Toshiki,Shobatake,Senior Engineer,1996-08-17,52257
276626,Baruch,Aseltine,Engineer,1985-07-19,44576
276626,Baruch,Aseltine,Senior Engineer,1991-07-19,44576
276627,Dzung,Tempesti,Senior Staff,1990-10-19,71946
276627,Dzung,Tempesti,Staff,1985-10-19,71946
276633,Shin,Birdsall,Senior Staff,1994-10-08,120127
276633,Shin,Birdsall,Staff,1987-10-08,120127
276648,Mokhtar,Tetzlaff,Staff,1997-04-27,68814
276650,Itzchak,Yeung,Engineer,1991-06-01,40000
276650,Itzchak,Yeung,Senior Engineer,1998-06-01,40000
276657,Reinhold,Wrigley,Senior Staff,1994-08-01,62953
276657,Reinhold,Wrigley,Staff,1989-08-01,62953
276670,Vasilis,Hegner,Engineer,1985-09-22,47569
276670,Vasilis,Hegner,Senior Engineer,1994-09-22,47569
276683,Jingling,Shackel,Assistant Engineer,1986-02-24,40000
276683,Jingling,Shackel,Engineer,1994-02-24,40000
276683,Jingling,Shackel,Senior Engineer,2002-02-24,40000
276685,Pradeep,Piveteau,Senior Staff,1994-12-14,88043
276685,Pradeep,Piveteau,Staff,1988-12-14,88043
276686,Reinhold,Solares,Senior Staff,1988-04-07,53479
276694,Ymte,Emmerich,Assistant Engineer,1988-03-13,40000
276694,Ymte,Emmerich,Engineer,1993-03-13,40000
276694,Ymte,Emmerich,Senior Engineer,1998-03-13,40000
276695,Katsuyuki,Menhoudj,Senior Staff,1993-11-05,40000
276695,Katsuyuki,Menhoudj,Staff,1986-11-05,40000
276705,Kristinn,Walston,Engineer,1986-12-26,48147
276705,Kristinn,Walston,Senior Engineer,1993-12-26,48147
276720,Guadalupe,Solovay,Assistant Engineer,1988-11-01,40000
276720,Guadalupe,Solovay,Engineer,1996-11-01,40000
276733,Sungwon,Schonegge,Senior Staff,1990-05-30,55685
276733,Sungwon,Schonegge,Staff,1985-05-30,55685
276739,Nevio,Birta,Senior Staff,1994-11-22,62669
276739,Nevio,Birta,Staff,1985-11-22,62669
276741,Ramya,Colorni,Technique Leader,1992-06-15,40000
276749,Barna,Farrar,Engineer,1997-05-11,44797
276764,Xiaoheng,Emmart,Senior Staff,2001-12-13,62510
276764,Xiaoheng,Emmart,Staff,1996-12-13,62510
276771,Tremaine,Moehrke,Senior Staff,2001-08-17,49556
276771,Tremaine,Moehrke,Staff,1994-08-17,49556
276774,Bader,Barriga,Senior Staff,1994-08-07,40000
276774,Bader,Barriga,Staff,1986-08-07,40000
276781,Atreye,Merle,Engineer,1987-05-01,44880
276781,Atreye,Merle,Senior Engineer,1995-05-01,44880
276786,Arvind,Domenig,Senior Staff,1990-12-22,46536
276786,Arvind,Domenig,Staff,1985-12-22,46536
276800,Honglan,Remmele,Senior Staff,1995-02-21,81673
276800,Honglan,Remmele,Staff,1988-02-21,81673
276824,Zsolt,Setia,Senior Staff,1995-02-15,50238
276824,Zsolt,Setia,Staff,1986-02-15,50238
276831,Kwangyoen,Olivero,Engineer,1986-02-26,50763
276831,Kwangyoen,Olivero,Senior Engineer,1993-02-26,50763
276837,Gina,Farrag,Engineer,1993-07-01,63872
276837,Gina,Farrag,Senior Engineer,1998-07-01,63872
276844,Elzbieta,Peltason,Senior Staff,1985-11-27,84524
276847,Salvador,Massonet,Staff,1995-11-28,61243
276854,Kamran,Rattan,Engineer,1989-03-29,40000
276854,Kamran,Rattan,Senior Engineer,1994-03-29,40000
276876,Anoosh,Quittner,Senior Staff,1995-04-23,48097
276876,Anoosh,Quittner,Staff,1990-04-23,48097
276879,Matt,Leppanen,Engineer,1987-10-24,40000
276879,Matt,Leppanen,Senior Engineer,1996-10-23,40000
276880,Ramalingam,Kobuchi,Engineer,1989-01-24,50294
276880,Ramalingam,Kobuchi,Senior Engineer,1998-01-24,50294
276898,Cristinel,Chaudhury,Engineer,1985-03-30,40000
276898,Cristinel,Chaudhury,Senior Engineer,1991-03-30,40000
276918,Yongqiao,Garnham,Engineer,1996-01-08,40000
276943,Macha,Hardjono,Senior Engineer,1990-03-12,43144
276944,Arlette,Picco,Senior Engineer,1987-12-18,49936
276947,Dinkar,Yoshizawa,Senior Staff,1999-06-06,67993
276950,Berthier,Sewelson,Senior Staff,2001-05-14,42196
276950,Berthier,Sewelson,Staff,1994-05-14,42196
276961,Tomoyuki,Birnbaum,Engineer,1997-04-13,40000
276971,Abdulah,Kropp,Senior Engineer,1992-12-06,40000
276972,Cordelia,Butner,Senior Staff,1992-01-13,79181
276972,Cordelia,Butner,Staff,1986-01-13,79181
276981,Danai,Perfilyeva,Senior Engineer,1995-04-08,41424
277019,Toshimi,Cherinka,Senior Staff,1996-05-17,74244
277019,Toshimi,Cherinka,Staff,1987-05-18,74244
277029,Fumiyo,Bade,Staff,1996-11-04,40000
277033,Paloma,Thorelli,Engineer,1987-05-17,50293
277033,Paloma,Thorelli,Senior Engineer,1993-05-16,50293
277038,Ottavia,Oberman,Engineer,1985-10-25,40000
277038,Ottavia,Oberman,Senior Engineer,1990-10-25,40000
277085,Alper,Vasanthakumar,Senior Staff,1991-11-12,58647
277085,Alper,Vasanthakumar,Staff,1986-11-12,58647
277094,Genki,Berztiss,Senior Staff,1986-11-19,40000
277095,Atilio,Kaelbling,Engineer,1987-05-05,66742
277095,Atilio,Kaelbling,Senior Engineer,1994-05-05,66742
277123,Miquel,Schnabel,Senior Staff,2000-04-23,41198
277123,Miquel,Schnabel,Staff,1993-04-23,41198
277129,Uma,Besancenot,Senior Staff,1987-08-29,40000
277130,Bojan,Passino,Senior Staff,1992-11-21,40000
277144,Vishv,Munck,Senior Staff,1992-09-03,40000
277144,Vishv,Munck,Staff,1986-09-04,40000
277153,Giap,Lindenbaum,Engineer,1986-07-03,49861
277153,Giap,Lindenbaum,Senior Engineer,1995-07-03,49861
277157,Boutros,Fasbender,Senior Staff,1999-08-17,76285
277157,Boutros,Fasbender,Staff,1992-08-16,76285
277166,Yuchang,Poehlman,Staff,1997-03-12,48510
277172,Yongmin,Sluis,Engineer,1987-11-17,46197
277172,Yongmin,Sluis,Senior Engineer,1993-11-16,46197
277182,Alejandra,Comyn,Senior Staff,2000-01-14,51624
277182,Alejandra,Comyn,Staff,1991-01-14,51624
277187,Arlette,Shinomoto,Staff,1997-07-02,69426
277203,Shigeichiro,Piancastelli,Engineer,1986-05-19,63506
277203,Shigeichiro,Piancastelli,Senior Engineer,1993-05-19,63506
277204,Garnik,Busillo,Engineer,1986-10-16,47604
277204,Garnik,Busillo,Senior Engineer,1991-10-16,47604
277235,Ayakannu,Ashish,Senior Staff,1996-05-10,57406
277235,Ayakannu,Ashish,Staff,1988-05-10,57406
277248,Barna,Erni,Senior Staff,1996-02-05,60581
277248,Barna,Erni,Staff,1987-02-05,60581
277252,Sampalli,Gurbaxani,Engineer,1998-09-26,40000
277253,Francesca,Poehlman,Engineer,1999-04-19,40000
277274,Uli,Peternell,Senior Staff,1991-09-07,43916
277274,Uli,Peternell,Staff,1985-09-07,43916
277276,Marsha,Figueira,Engineer,1985-07-15,48151
277276,Marsha,Figueira,Senior Engineer,1992-07-15,48151
277281,Shahar,Lieberherr,Engineer,1998-11-18,40000
277290,Masali,Kalefeld,Engineer,1988-03-13,41314
277290,Masali,Kalefeld,Senior Engineer,1994-03-13,41314
277294,Teiji,Thombley,Engineer,1999-10-19,46436
277296,Xiaoshan,Randi,Engineer,1994-03-02,74172
277296,Xiaoshan,Randi,Senior Engineer,2002-03-02,74172
277298,Phuoc,Garnier,Senior Staff,1996-06-14,74540
277298,Phuoc,Garnier,Staff,1987-06-15,74540
277308,Patricio,Matzat,Senior Staff,1998-11-13,75970
277308,Patricio,Matzat,Staff,1991-11-13,75970
277330,Tsuneo,Brobst,Staff,1998-01-30,40000
277331,Uno,Ghalwash,Engineer,1999-12-11,47627
277334,Xianlong,Oppitz,Senior Staff,1993-08-15,40000
277334,Xianlong,Oppitz,Staff,1988-08-15,40000
277358,Sahrah,Brizzi,Senior Engineer,1999-02-12,40000
277361,Cedric,Nilsson,Engineer,1994-03-05,40000
277361,Cedric,Nilsson,Senior Engineer,1999-03-05,40000
277372,Koichi,Terkki,Senior Staff,1996-07-25,57848
277372,Koichi,Terkki,Staff,1991-07-26,57848
277376,Indrajit,Unno,Senior Staff,2001-01-20,72430
277376,Indrajit,Unno,Staff,1994-01-20,72430
277384,Hercules,Maliniak,Engineer,1988-03-06,40000
277384,Hercules,Maliniak,Senior Engineer,1993-03-06,40000
277415,Xiaoqiang,Ramamoorthy,Technique Leader,1986-11-30,51226
277418,Kasidit,Terekhov,Engineer,1996-10-23,67998
277418,Kasidit,Terekhov,Senior Engineer,2001-10-23,67998
277442,Hirochika,Pero,Engineer,1987-11-04,42276
277442,Hirochika,Pero,Senior Engineer,1996-11-03,42276
277455,Luigi,Kermarrec,Engineer,2000-01-17,53161
277472,Bernd,Lung,Senior Staff,2001-07-06,49033
277472,Bernd,Lung,Staff,1994-07-06,49033
277495,Etsuo,Couchot,Senior Staff,1992-04-07,53779
277495,Etsuo,Couchot,Staff,1986-04-08,53779
277501,Sastry,Lupu,Technique Leader,1987-01-12,56211
277502,Selwyn,Rossi,Staff,2000-01-28,55635
277503,Eberhardt,Gomatam,Senior Staff,1991-11-01,45030
277503,Eberhardt,Gomatam,Staff,1986-11-01,45030
277506,Dipayan,Sidou,Senior Staff,1997-09-14,40000
277506,Dipayan,Sidou,Staff,1990-09-14,40000
277523,Yuqun,Fabrizio,Engineer,1988-03-30,40559
277523,Yuqun,Fabrizio,Senior Engineer,1994-03-30,40559
277554,Jianhao,Perry,Senior Staff,1993-04-26,93272
277554,Jianhao,Perry,Staff,1988-04-26,93272
277566,Jinya,Kumaresan,Senior Staff,1994-04-23,41741
277566,Jinya,Kumaresan,Staff,1986-04-23,41741
277580,Jaques,Schaar,Engineer,1989-11-15,64288
277580,Jaques,Schaar,Senior Engineer,1994-11-15,64288
277588,Kensei,Guerreiro,Senior Staff,1992-01-27,68117
277588,Kensei,Guerreiro,Staff,1987-01-27,68117
277592,Rafael,Eiron,Senior Staff,1999-05-30,50736
277606,Gina,Muhlberg,Staff,1998-01-02,40000
277608,Vasilis,Pettis,Senior Staff,1997-07-23,64364
277608,Vasilis,Pettis,Staff,1988-07-23,64364
277612,Lokesh,Flowers,Senior Staff,1991-05-27,65517
277612,Lokesh,Flowers,Staff,1986-05-27,65517
277621,Shin,Lorch,Senior Engineer,1986-09-23,40000
277625,Giap,Suppi,Senior Staff,1987-11-14,40000
277633,Rimli,Solares,Senior Staff,1997-12-15,76984
277633,Rimli,Solares,Staff,1991-12-16,76984
277655,Kien,Setia,Technique Leader,1985-03-06,40000
277661,Hilari,Bednarek,Engineer,1985-05-05,65535
277661,Hilari,Bednarek,Senior Engineer,1994-05-05,65535
277709,Supot,Leonhardt,Senior Staff,2001-08-03,52221
277709,Supot,Leonhardt,Staff,1992-08-03,52221
277713,Jeanna,Sudkamp,Senior Staff,2000-09-29,40815
277713,Jeanna,Sudkamp,Staff,1994-09-30,40815
277729,Shirish,Nanard,Senior Staff,2002-05-19,40000
277729,Shirish,Nanard,Staff,1993-05-19,40000
277731,Stabislas,Botman,Senior Staff,1996-06-14,40000
277731,Stabislas,Botman,Staff,1987-06-15,40000
277742,Shaleah,Lamparter,Senior Staff,1995-04-07,40000
277742,Shaleah,Lamparter,Staff,1987-04-07,40000
277745,Fay,Suppi,Senior Staff,1994-07-25,53167
277745,Fay,Suppi,Staff,1988-07-25,53167
277759,Steve,Emmerich,Senior Staff,2000-12-06,40000
277759,Steve,Emmerich,Staff,1993-12-06,40000
277762,Fusako,Bondorf,Senior Staff,1993-12-01,46181
277762,Fusako,Bondorf,Staff,1986-12-01,46181
277784,Jacqueline,Pfau,Engineer,1985-06-15,55677
277784,Jacqueline,Pfau,Senior Engineer,1993-06-15,55677
277788,Zijian,Syang,Engineer,1999-01-23,40000
277789,Katsuyuki,Aloisi,Engineer,1988-04-14,63486
277789,Katsuyuki,Aloisi,Senior Engineer,1995-04-15,63486
277804,Chikara,Kolvik,Engineer,1987-05-07,54741
277804,Chikara,Kolvik,Senior Engineer,1994-05-07,54741
277835,Arup,Wixon,Engineer,1997-09-25,55498
277842,Chikako,Benzaken,Engineer,1986-04-29,40000
277842,Chikako,Benzaken,Senior Engineer,1995-04-29,40000
277853,Manibrata,Bale,Senior Staff,1987-07-18,62570
277854,Shem,Levergood,Engineer,1987-10-26,56231
277854,Shem,Levergood,Senior Engineer,1994-10-26,56231
277869,Berto,Kakkar,Engineer,1994-06-22,55457
277869,Berto,Kakkar,Senior Engineer,2002-06-22,55457
277886,Vishv,Yeung,Assistant Engineer,1994-04-02,61591
277892,Pintsang,Heyers,Assistant Engineer,1992-03-16,47112
277892,Pintsang,Heyers,Engineer,1997-03-16,47112
277892,Pintsang,Heyers,Senior Engineer,2002-03-16,47112
277895,Aloke,Swiler,Senior Engineer,1996-10-07,42023
277909,Supot,Boyle,Engineer,1988-02-08,55031
277909,Supot,Boyle,Senior Engineer,1993-02-07,55031
277910,Eirik,Kieras,Senior Staff,1997-04-26,40000
277910,Eirik,Kieras,Staff,1990-04-26,40000
277916,Satoru,Cullers,Engineer,1997-08-22,40000
277928,Uma,Pettey,Engineer,1985-12-26,40000
277928,Uma,Pettey,Senior Engineer,1991-12-26,40000
277935,Bedrich,Ghalwash,Engineer,1999-07-20,40000
277937,Subir,Biros,Engineer,1993-10-15,40000
277937,Subir,Biros,Senior Engineer,2001-10-15,40000
277947,Gaurav,Rouquie,Senior Staff,1992-08-08,40000
277947,Gaurav,Rouquie,Staff,1987-08-09,40000
277971,Lijie,Mansanne,Senior Staff,1995-10-23,40000
277971,Lijie,Mansanne,Staff,1990-10-23,40000
277973,Parviz,Morton,Senior Staff,1993-05-26,40000
277973,Parviz,Morton,Staff,1987-05-27,40000
277979,Jaroslava,Lammel,Senior Staff,1999-04-08,67324
277979,Jaroslava,Lammel,Staff,1990-04-08,67324
277996,Naftaly,Straney,Senior Staff,1987-03-07,53996
278003,Mohit,Melichar,Assistant Engineer,1995-02-12,45740
278003,Mohit,Melichar,Engineer,2001-02-11,45740
278008,Krassimir,Merle,Senior Staff,1996-12-19,61831
278008,Krassimir,Merle,Staff,1987-12-20,61831
278020,Xiaopeng,Chaudhuri,Engineer,1986-01-30,40000
278020,Xiaopeng,Chaudhuri,Senior Engineer,1994-01-30,40000
278024,Guangming,Sridhar,Senior Staff,1990-05-01,70454
278024,Guangming,Sridhar,Staff,1985-05-01,70454
278031,Marco,Chandrasekhar,Senior Staff,1991-08-15,73316
278031,Marco,Chandrasekhar,Staff,1986-08-15,73316
278041,Kristian,Bolotov,Senior Engineer,1985-12-24,55550
278051,Hugh,DuBourdieux,Assistant Engineer,1986-10-25,59669
278051,Hugh,DuBourdieux,Engineer,1994-10-25,59669
278053,Bernardo,Heystek,Engineer,1985-07-02,46834
278053,Bernardo,Heystek,Senior Engineer,1994-07-02,46834
278058,Gao,Gide,Engineer,1991-11-17,57023
278058,Gao,Gide,Senior Engineer,2000-11-16,57023
278065,Shigehito,Bade,Engineer,1990-04-01,43199
278065,Shigehito,Bade,Senior Engineer,1999-04-01,43199
278075,Akeno,Soicher,Senior Staff,1991-02-08,71702
278075,Akeno,Soicher,Staff,1985-02-08,71702
278079,Mayumi,Chandrasekhar,Assistant Engineer,1993-03-31,40000
278079,Mayumi,Chandrasekhar,Engineer,1999-03-31,40000
278083,Georg,Pollock,Engineer,1989-11-04,47922
278083,Georg,Pollock,Senior Engineer,1995-11-04,47922
278085,Georg,Businaro,Engineer,1987-12-19,40032
278085,Georg,Businaro,Senior Engineer,1995-12-19,40032
278095,Nagui,Merel,Staff,1998-07-17,51083
278112,Paddy,Ginneken,Senior Staff,1996-04-06,77031
278112,Paddy,Ginneken,Staff,1987-04-08,77031
278123,Shaibal,Hinsberger,Engineer,1985-12-03,54377
278123,Shaibal,Hinsberger,Senior Engineer,1994-12-03,54377
278126,Zdislav,Greibach,Senior Staff,1998-09-17,67718
278127,LiMin,Stentiford,Senior Staff,1998-06-27,40000
278134,Sorina,Crouzet,Senior Staff,1985-10-19,87238
278168,Weicheng,Horswill,Senior Engineer,1988-06-06,40000
278177,Moni,Percebois,Senior Staff,1994-08-10,87644
278177,Moni,Percebois,Staff,1985-08-10,87644
278181,Selwyn,Foong,Engineer,1990-11-28,56239
278181,Selwyn,Foong,Senior Engineer,1996-11-27,56239
278189,Yinlin,Gunderson,Assistant Engineer,1986-10-11,43317
278189,Yinlin,Gunderson,Engineer,1992-10-10,43317
278189,Yinlin,Gunderson,Senior Engineer,1998-10-10,43317
278194,Mototsugu,Murillo,Staff,1996-09-09,65127
278215,Ottavia,Zaccaria,Senior Staff,1992-08-03,65154
278215,Ottavia,Zaccaria,Staff,1987-08-04,65154
278232,Krassimir,Sanella,Staff,1997-12-27,65093
278237,Ewing,Azuma,Senior Staff,1995-04-21,43068
278237,Ewing,Azuma,Staff,1988-04-20,43068
278240,Youssef,Nitsch,Senior Staff,1996-07-03,51684
278240,Youssef,Nitsch,Staff,1987-07-04,51684
278243,Werner,Roison,Engineer,1986-06-18,53672
278243,Werner,Roison,Senior Engineer,1992-06-17,53672
278257,Mona,Beutelspacher,Engineer,1985-02-01,51142
278257,Mona,Beutelspacher,Senior Engineer,1990-02-01,51142
278260,Ravishankar,Diderrich,Engineer,1986-09-16,59012
278260,Ravishankar,Diderrich,Senior Engineer,1993-09-16,59012
278267,Patricia,Sichman,Senior Staff,1987-02-19,40514
278280,Adib,Shiratori,Senior Staff,1995-10-04,41063
278280,Adib,Shiratori,Staff,1987-10-04,41063
278285,Ronghao,Fairtlough,Senior Staff,1996-03-22,40000
278285,Ronghao,Fairtlough,Staff,1987-03-23,40000
278290,Shigeaki,Millington,Engineer,1989-10-22,85184
278290,Shigeaki,Millington,Senior Engineer,1996-10-22,85184
278298,Ronghao,Fadgyas,Staff,1997-12-22,40000
278308,Sadun,Velasco,Senior Staff,1994-09-03,50171
278308,Sadun,Velasco,Staff,1988-09-03,50171
278317,Hein,Millington,Engineer,1987-09-03,40000
278317,Hein,Millington,Senior Engineer,1995-09-03,40000
278329,Khatoun,Isard,Senior Staff,1996-08-25,59613
278329,Khatoun,Isard,Staff,1988-08-25,59613
278332,Mototsugu,Baezner,Engineer,1997-06-18,56905
278343,Pohua,Plumb,Senior Staff,1993-03-21,67977
278343,Pohua,Plumb,Staff,1988-03-21,67977
278346,Siddarth,Duclos,Senior Engineer,1986-09-12,40000
278353,Junichi,Kalsbeek,Staff,1999-05-20,50764
278360,Gregory,Bottner,Senior Staff,1988-06-27,73262
278368,Parke,Skrikant,Senior Staff,2001-05-07,40000
278368,Parke,Skrikant,Staff,1995-05-08,40000
278372,Rosita,Talmon,Engineer,1994-08-27,40000
278372,Rosita,Talmon,Senior Engineer,2000-08-26,40000
278379,Iara,Braunmuhl,Engineer,1988-05-01,47078
278379,Iara,Braunmuhl,Senior Engineer,1997-05-01,47078
278395,Somnath,Motley,Engineer,1999-04-23,40000
278396,Xianlong,Marakhovsky,Senior Staff,1996-06-29,69309
278396,Xianlong,Marakhovsky,Staff,1988-06-29,69309
278407,Lunjin,Egerstedt,Engineer,1986-01-21,40000
278407,Lunjin,Egerstedt,Senior Engineer,1995-01-21,40000
278413,Seshu,Fasbender,Technique Leader,1985-03-24,40662
278422,Peer,Zeleznik,Senior Staff,1988-07-30,46685
278445,Kamakshi,Improta,Senior Staff,1992-07-07,40000
278445,Kamakshi,Improta,Staff,1985-07-07,40000
278446,Sachio,Carrere,Engineer,1998-12-22,40000
278456,Xuedong,Shackel,Senior Staff,1996-10-01,40954
278456,Xuedong,Shackel,Staff,1987-10-02,40954
278466,Armond,Boreale,Senior Staff,1990-08-11,40000
278479,Goa,Simmen,Engineer,1994-05-02,40000
278486,Aiichiro,Maraist,Senior Staff,1990-06-19,71759
278486,Aiichiro,Maraist,Staff,1985-06-19,71759
278495,Gilbert,Erdi,Engineer,1996-12-08,72611
278508,Mansur,Improta,Staff,1999-06-04,60529
278510,Gil,Baak,Engineer,1996-08-23,63571
278523,Berni,Back,Senior Staff,2002-07-21,75523
278523,Berni,Back,Staff,1997-07-21,75523
278528,Maya,Rando,Senior Staff,2001-04-19,40000
278528,Maya,Rando,Staff,1992-04-19,40000
278531,Zeljko,Serre,Senior Staff,2002-07-04,55662
278531,Zeljko,Serre,Staff,1993-07-04,55662
278608,Reuven,Angel,Technique Leader,1992-06-11,50813
278610,Akeno,Benzmuller,Senior Staff,2000-01-23,62499
278619,Malu,Denis,Senior Staff,1993-07-14,94424
278619,Malu,Denis,Staff,1988-07-14,94424
278624,Rimli,Demizu,Senior Staff,1996-12-18,59472
278624,Rimli,Demizu,Staff,1988-12-18,59472
278689,Itzchak,Terkki,Engineer,1985-08-06,40000
278689,Itzchak,Terkki,Senior Engineer,1992-08-06,40000
278703,Irena,Kitai,Staff,1998-10-23,66322
278704,Gill,Mondadori,Senior Staff,1996-04-18,72820
278704,Gill,Mondadori,Staff,1987-04-19,72820
278715,Amstein,Schaft,Engineer,1999-03-06,58499
278721,Tonia,Flexer,Engineer,1988-05-22,54476
278721,Tonia,Flexer,Senior Engineer,1995-05-23,54476
278727,Shakhar,Beutelspacher,Technique Leader,1989-07-06,40000
278733,Moty,Bamford,Senior Staff,1996-01-25,40000
278733,Moty,Bamford,Staff,1988-01-25,40000
278764,Koichi,Lueh,Senior Staff,1997-04-12,97697
278764,Koichi,Lueh,Staff,1988-04-12,97697
278768,Koichi,Oxman,Engineer,1995-03-09,40000
278768,Koichi,Oxman,Senior Engineer,2001-03-08,40000
278771,Mikhail,Henders,Senior Staff,1990-11-28,64443
278771,Mikhail,Henders,Staff,1985-11-28,64443
278809,Kirk,Grospietsch,Senior Staff,1992-06-02,41095
278809,Kirk,Grospietsch,Staff,1985-06-02,41095
278823,Deborah,Besancenot,Senior Staff,1996-10-27,57308
278823,Deborah,Besancenot,Staff,1988-10-27,57308
278825,Jiakeng,Delgrossi,Senior Engineer,1986-10-06,55698
278828,Stabislas,Rosin,Assistant Engineer,1986-01-23,50224
278828,Stabislas,Rosin,Engineer,1991-01-23,50224
278828,Stabislas,Rosin,Senior Engineer,1996-01-23,50224
278860,Fay,Emiris,Engineer,1996-03-01,59719
278873,Qunsheng,Vecchio,Technique Leader,1985-11-28,40000
278882,Garnet,Vrecion,Staff,1998-10-22,48434
278885,Akeno,Birch,Senior Staff,1996-01-30,42668
278885,Akeno,Birch,Staff,1987-01-30,42668
278886,Divier,Escriba,Senior Staff,1993-03-23,40000
278886,Divier,Escriba,Staff,1986-03-23,40000
278894,Chinhyun,Sethi,Senior Staff,1991-04-07,46530
278894,Chinhyun,Sethi,Staff,1985-04-07,46530
278900,Xiaoshan,Grospietsch,Engineer,1986-10-21,40000
278900,Xiaoshan,Grospietsch,Senior Engineer,1993-10-21,40000
278908,Tuval,Stavenow,Staff,1995-08-13,81236
278918,Sadun,DiGiano,Technique Leader,1996-04-30,40000
278938,Laurentiu,Cesareni,Engineer,1987-05-15,50684
278938,Laurentiu,Cesareni,Senior Engineer,1993-05-14,50684
278943,Masaki,Shimshoni,Senior Staff,1992-08-23,40000
278943,Masaki,Shimshoni,Staff,1987-08-24,40000
278949,Frazer,Rosenbaum,Senior Staff,1988-12-27,56680
278954,Gritta,Gerlach,Engineer,1993-03-14,40000
278954,Gritta,Gerlach,Senior Engineer,1998-03-14,40000
278955,Sachin,Lambe,Senior Engineer,1995-08-27,43424
278958,Wayne,Peck,Senior Staff,1999-08-01,58157
278958,Wayne,Peck,Staff,1994-08-01,58157
278970,Jordanka,Pfau,Senior Staff,1991-03-26,40000
278970,Jordanka,Pfau,Staff,1985-03-26,40000
278977,Vatsa,Unno,Technique Leader,1987-08-28,40000
278993,Monique,Peha,Senior Engineer,1996-04-07,40000
278995,Shigehiro,Dalton,Staff,1998-04-30,77328
278996,Shigeu,Kaltofen,Engineer,1986-05-25,46309
278996,Shigeu,Kaltofen,Senior Engineer,1992-05-24,46309
279003,Chinhyun,Hofting,Senior Engineer,1985-02-23,40000
279009,Taiji,Brookman,Senior Staff,1995-12-10,85634
279009,Taiji,Brookman,Staff,1987-12-10,85634
279014,Kazuhisa,Shackell,Assistant Engineer,1988-11-04,48758
279014,Kazuhisa,Shackell,Engineer,1997-11-04,48758
279018,Constantino,Mellouli,Engineer,1987-02-02,40000
279018,Constantino,Mellouli,Senior Engineer,1993-02-01,40000
279037,Ramachenga,Mateescu,Senior Staff,1991-07-08,40000
279037,Ramachenga,Mateescu,Staff,1986-07-08,40000
279042,Susanna,Eldridge,Senior Staff,1995-04-30,40000
279058,Paraskevi,Verhoeff,Senior Staff,1996-05-29,76409
279058,Paraskevi,Verhoeff,Staff,1987-05-30,76409
279064,Stella,Flanders,Engineer,1985-03-17,56330
279064,Stella,Flanders,Senior Engineer,1990-03-17,56330
279070,Marie,Diderrich,Senior Staff,2001-12-17,41574
279070,Marie,Diderrich,Staff,1996-12-17,41574
279077,Shounak,Dahlbom,Assistant Engineer,1987-09-13,50886
279077,Shounak,Dahlbom,Engineer,1995-09-13,50886
279079,Adly,Koblitz,Senior Staff,2001-06-04,40000
279079,Adly,Koblitz,Staff,1994-06-04,40000
279093,Turgut,Farrag,Senior Staff,1997-06-02,42226
279093,Turgut,Farrag,Staff,1991-06-03,42226
279105,Shuichi,Litecky,Engineer,1997-03-30,40000
279105,Shuichi,Litecky,Senior Engineer,2002-03-30,40000
279111,Aiichiro,Herath,Senior Engineer,1988-07-20,40000
279127,Gregory,Lorch,Senior Staff,1995-04-21,40000
279127,Gregory,Lorch,Staff,1987-04-21,40000
